age,workclass,education,occupation,hours-per-week,income
51.0,Self-emp-inc,HS-grad,Exec-managerial,40,>50K
44.0,Local-gov,Bachelors,Prof-specialty,40,>50K
23.0,Private,Bachelors,Sales,30,<=50K
30.0,Others,11th,Others,35,<=50K
44.0,Private,Bachelors,Prof-specialty,45,<=50K
24.0,Private,HS-grad,Farming-fishing,60,<=50K
34.0,Private,HS-grad,Sales,60,<=50K
17.0,Private,11th,Handlers-cleaners,12,<=50K
61.0,Private,Masters,Prof-specialty,45,>50K
30.0,Local-gov,Bachelors,Exec-managerial,40,<=50K
45.0,Private,Bachelors,Craft-repair,40,<=50K
22.0,Private,Assoc-voc,Adm-clerical,40,<=50K
49.0,Private,Some-college,Other-service,40,<=50K
39.0,Private,Assoc-acdm,Adm-clerical,45,<=50K
39.0,Others,HS-grad,Others,40,<=50K
34.0,Private,Some-college,Adm-clerical,40,<=50K
52.0,Local-gov,Some-college,Exec-managerial,40,>50K
24.0,Private,Assoc-voc,Adm-clerical,40,<=50K
38.0,Private,Bachelors,Prof-specialty,45,>50K
19.0,Private,11th,Machine-op-inspct,40,<=50K
24.0,Private,HS-grad,Other-service,30,<=50K
25.0,Private,Assoc-acdm,Other-service,43,<=50K
71.0,Private,7th-8th,Transport-moving,10,<=50K
27.0,Private,HS-grad,Prof-specialty,40,<=50K
28.0,Private,Assoc-voc,Tech-support,40,<=50K
54.0,Private,Assoc-voc,Protective-serv,38,>50K
18.0,Private,11th,Sales,10,<=50K
49.0,Private,HS-grad,Other-service,40,<=50K
36.0,Private,HS-grad,Other-service,25,<=50K
57.0,Private,HS-grad,Transport-moving,50,<=50K
56.0,Federal-gov,Masters,Exec-managerial,40,>50K
17.0,Private,10th,Other-service,20,<=50K
30.0,Private,HS-grad,Exec-managerial,50,<=50K
41.0,Private,10th,Sales,40,<=50K
26.0,Private,HS-grad,Handlers-cleaners,40,<=50K
61.0,Private,10th,Craft-repair,48,<=50K
50.0,Others,Some-college,Others,40,<=50K
24.0,Private,HS-grad,Machine-op-inspct,45,<=50K
44.0,Private,11th,Other-service,40,<=50K
38.0,State-gov,Masters,Prof-specialty,40,<=50K
61.0,Others,7th-8th,Others,40,<=50K
25.0,Private,Bachelors,Sales,50,<=50K
34.0,Private,HS-grad,Sales,70,<=50K
38.0,Private,Some-college,Transport-moving,40,<=50K
42.0,Private,HS-grad,Craft-repair,55,<=50K
17.0,Others,10th,Others,20,<=50K
48.0,Private,7th-8th,Machine-op-inspct,40,<=50K
38.0,Private,Masters,Prof-specialty,40,>50K
52.0,Private,HS-grad,Craft-repair,50,>50K
55.0,State-gov,Assoc-voc,Prof-specialty,40,<=50K
41.0,Self-emp-not-inc,HS-grad,Farming-fishing,20,<=50K
49.0,Private,7th-8th,Machine-op-inspct,45,<=50K
19.0,Private,Some-college,Other-service,20,<=50K
39.0,Private,Bachelors,Adm-clerical,45,<=50K
43.0,Private,Some-college,Other-service,45,<=50K
42.0,Private,Some-college,Exec-managerial,65,<=50K
17.0,Private,11th,Handlers-cleaners,12,<=50K
30.0,Private,Assoc-acdm,Prof-specialty,25,<=50K
61.0,Local-gov,Masters,Prof-specialty,70,<=50K
48.0,Private,Masters,Exec-managerial,40,>50K
60.0,Others,HS-grad,Others,40,<=50K
57.0,Private,HS-grad,Transport-moving,40,>50K
24.0,Private,HS-grad,Sales,48,<=50K
41.0,Private,12th,Transport-moving,84,>50K
42.0,Private,HS-grad,Transport-moving,40,<=50K
34.0,Private,Bachelors,Prof-specialty,15,<=50K
22.0,Others,9th,Others,36,<=50K
47.0,Private,HS-grad,Exec-managerial,43,<=50K
50.0,Private,HS-grad,Adm-clerical,40,<=50K
30.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Private,Bachelors,Craft-repair,45,<=50K
31.0,Private,HS-grad,Prof-specialty,55,>50K
44.0,Private,Some-college,Adm-clerical,45,>50K
34.0,Private,Some-college,Craft-repair,38,<=50K
52.0,Private,HS-grad,Machine-op-inspct,40,>50K
34.0,Private,HS-grad,Craft-repair,50,<=50K
31.0,Private,Some-college,Exec-managerial,40,<=50K
68.0,Private,Some-college,Sales,20,<=50K
22.0,Private,HS-grad,Adm-clerical,40,<=50K
42.0,Private,Bachelors,Exec-managerial,35,<=50K
37.0,Private,HS-grad,Craft-repair,35,<=50K
36.0,Self-emp-not-inc,HS-grad,Farming-fishing,35,<=50K
38.0,Private,Some-college,Adm-clerical,30,<=50K
19.0,Private,Some-college,Sales,30,<=50K
55.0,Private,Assoc-voc,Craft-repair,50,>50K
30.0,Private,Assoc-acdm,Craft-repair,40,<=50K
52.0,Private,Bachelors,Adm-clerical,40,<=50K
29.0,Private,Bachelors,Sales,45,>50K
41.0,Private,Some-college,Prof-specialty,4,<=50K
29.0,Private,Bachelors,Adm-clerical,45,<=50K
24.0,Private,Bachelors,Sales,20,<=50K
46.0,Self-emp-not-inc,Prof-school,Prof-specialty,45,>50K
44.0,Private,HS-grad,Exec-managerial,60,>50K
17.0,Private,10th,Sales,15,<=50K
35.0,Private,Assoc-voc,Other-service,35,<=50K
38.0,Private,HS-grad,Craft-repair,40,<=50K
36.0,Private,9th,Handlers-cleaners,40,<=50K
24.0,Private,11th,Machine-op-inspct,60,<=50K
38.0,Self-emp-not-inc,Bachelors,Farming-fishing,99,<=50K
19.0,Private,11th,Sales,40,<=50K
30.0,Private,HS-grad,Transport-moving,45,<=50K
36.0,Local-gov,Assoc-voc,Transport-moving,40,<=50K
27.0,Private,Some-college,Craft-repair,45,<=50K
27.0,Private,Assoc-acdm,Adm-clerical,40,>50K
66.0,Others,7th-8th,Others,30,<=50K
65.0,Federal-gov,Some-college,Exec-managerial,40,>50K
37.0,Private,Masters,Exec-managerial,40,>50K
17.0,Private,11th,Sales,30,<=50K
19.0,Others,Some-college,Others,40,<=50K
54.0,Self-emp-not-inc,Masters,Prof-specialty,30,<=50K
21.0,Private,Some-college,Other-service,40,<=50K
43.0,Private,HS-grad,Handlers-cleaners,40,<=50K
50.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Private,11th,Handlers-cleaners,48,>50K
31.0,Private,HS-grad,Prof-specialty,40,>50K
41.0,Private,Prof-school,Prof-specialty,38,<=50K
20.0,Private,Some-college,Prof-specialty,40,<=50K
28.0,Private,Bachelors,Adm-clerical,15,<=50K
62.0,Private,9th,Other-service,35,<=50K
41.0,Private,12th,Machine-op-inspct,40,<=50K
37.0,Private,HS-grad,Craft-repair,45,<=50K
53.0,Self-emp-not-inc,Some-college,Farming-fishing,30,<=50K
28.0,Private,Bachelors,Sales,50,>50K
23.0,Private,Masters,Prof-specialty,30,<=50K
46.0,Self-emp-not-inc,HS-grad,Farming-fishing,35,<=50K
28.0,Private,HS-grad,Sales,45,<=50K
50.0,Private,10th,Adm-clerical,40,<=50K
19.0,Private,Some-college,Craft-repair,45,<=50K
78.0,Private,7th-8th,Prof-specialty,10,<=50K
48.0,Self-emp-not-inc,Prof-school,Prof-specialty,35,>50K
61.0,Self-emp-not-inc,HS-grad,Adm-clerical,20,<=50K
44.0,Private,Some-college,Craft-repair,42,<=50K
32.0,Private,HS-grad,Handlers-cleaners,60,<=50K
25.0,Private,Some-college,Adm-clerical,35,<=50K
47.0,State-gov,Some-college,Adm-clerical,40,<=50K
19.0,Private,Some-college,Sales,15,<=50K
37.0,Private,Some-college,Other-service,17,<=50K
28.0,Private,HS-grad,Tech-support,40,<=50K
34.0,Private,Assoc-acdm,Adm-clerical,40,>50K
32.0,Self-emp-not-inc,Some-college,Other-service,35,<=50K
24.0,Private,Some-college,Other-service,30,<=50K
22.0,Others,Some-college,Others,25,<=50K
30.0,Private,Some-college,Exec-managerial,99,<=50K
56.0,Private,Masters,Exec-managerial,40,<=50K
30.0,Private,Bachelors,Sales,40,>50K
28.0,Private,Some-college,Adm-clerical,26,<=50K
40.0,Private,Some-college,Craft-repair,68,>50K
28.0,Private,Some-college,Sales,45,<=50K
39.0,Private,12th,Handlers-cleaners,40,<=50K
33.0,Self-emp-not-inc,HS-grad,Craft-repair,40,>50K
23.0,Private,Some-college,Other-service,40,<=50K
32.0,Private,Some-college,Machine-op-inspct,55,<=50K
37.0,Private,HS-grad,Craft-repair,40,<=50K
30.0,Private,Some-college,Adm-clerical,40,>50K
20.0,Private,Some-college,Exec-managerial,40,<=50K
53.0,Federal-gov,HS-grad,Transport-moving,50,<=50K
42.0,Private,HS-grad,Craft-repair,45,<=50K
44.0,Private,Bachelors,Exec-managerial,56,>50K
26.0,Private,Masters,Prof-specialty,40,<=50K
21.0,Private,Some-college,Other-service,16,<=50K
37.0,Self-emp-not-inc,HS-grad,Other-service,40,<=50K
36.0,Local-gov,Bachelors,Prof-specialty,40,<=50K
25.0,Private,HS-grad,Sales,40,<=50K
54.0,Private,Doctorate,Exec-managerial,43,>50K
38.0,Self-emp-inc,Bachelors,Prof-specialty,50,>50K
29.0,Private,HS-grad,Other-service,40,<=50K
20.0,State-gov,Some-college,Craft-repair,38,<=50K
32.0,Private,HS-grad,Craft-repair,50,<=50K
24.0,Private,Assoc-acdm,Exec-managerial,20,<=50K
59.0,Federal-gov,HS-grad,Adm-clerical,40,>50K
56.0,Self-emp-not-inc,Bachelors,Adm-clerical,40,>50K
40.0,Self-emp-not-inc,HS-grad,Transport-moving,84,<=50K
35.0,Private,Bachelors,Sales,40,>50K
38.0,Private,Bachelors,Prof-specialty,40,>50K
24.0,Private,Some-college,Sales,20,<=50K
30.0,Private,Some-college,Sales,40,>50K
61.0,Others,HS-grad,Others,40,<=50K
20.0,Local-gov,Some-college,Protective-serv,20,<=50K
36.0,Private,HS-grad,Sales,40,<=50K
45.0,Federal-gov,Bachelors,Exec-managerial,40,<=50K
22.0,Private,Bachelors,Adm-clerical,40,<=50K
31.0,Private,HS-grad,Farming-fishing,40,<=50K
34.0,Private,HS-grad,Transport-moving,40,<=50K
24.0,Private,11th,Craft-repair,40,<=50K
42.0,Others,9th,Others,35,<=50K
23.0,Private,Bachelors,Sales,25,<=50K
46.0,Federal-gov,Prof-school,Prof-specialty,40,>50K
60.0,Private,Prof-school,Prof-specialty,70,>50K
40.0,Private,Some-college,Machine-op-inspct,40,<=50K
55.0,Private,HS-grad,Machine-op-inspct,40,<=50K
47.0,Private,Masters,Tech-support,40,>50K
28.0,Private,HS-grad,Other-service,43,<=50K
55.0,Private,Prof-school,Exec-managerial,60,>50K
47.0,Private,Masters,Prof-specialty,40,>50K
54.0,Private,Masters,Exec-managerial,52,>50K
32.0,Private,11th,Other-service,60,<=50K
38.0,Private,Assoc-acdm,Exec-managerial,40,>50K
61.0,Self-emp-not-inc,Some-college,Machine-op-inspct,40,<=50K
62.0,Self-emp-inc,Masters,Prof-specialty,40,<=50K
29.0,Private,Some-college,Craft-repair,40,<=50K
26.0,Private,HS-grad,Protective-serv,32,<=50K
19.0,Private,Some-college,Farming-fishing,50,<=50K
40.0,Private,10th,Craft-repair,40,<=50K
36.0,Private,HS-grad,Machine-op-inspct,40,>50K
42.0,Private,HS-grad,Transport-moving,45,<=50K
55.0,Private,Masters,Prof-specialty,40,<=50K
55.0,Private,HS-grad,Other-service,35,<=50K
43.0,Self-emp-not-inc,Bachelors,Sales,40,>50K
39.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Federal-gov,Some-college,Adm-clerical,45,>50K
28.0,Private,HS-grad,Other-service,40,<=50K
36.0,Private,Some-college,Tech-support,40,<=50K
49.0,Private,Some-college,Farming-fishing,50,<=50K
41.0,Private,Some-college,Adm-clerical,40,<=50K
60.0,Private,7th-8th,Machine-op-inspct,40,<=50K
35.0,Private,Bachelors,Exec-managerial,70,<=50K
36.0,State-gov,Bachelors,Prof-specialty,40,<=50K
51.0,Private,HS-grad,Adm-clerical,40,>50K
23.0,Private,HS-grad,Other-service,40,<=50K
51.0,Private,HS-grad,Craft-repair,40,<=50K
17.0,Private,11th,Sales,18,<=50K
33.0,Self-emp-not-inc,Some-college,Sales,25,<=50K
50.0,Private,HS-grad,Protective-serv,40,<=50K
38.0,Private,12th,Craft-repair,40,>50K
18.0,Private,HS-grad,Adm-clerical,35,<=50K
26.0,Private,HS-grad,Transport-moving,40,<=50K
21.0,Private,Some-college,Sales,47,<=50K
26.0,Private,HS-grad,Exec-managerial,52,<=50K
30.0,Local-gov,HS-grad,Adm-clerical,40,>50K
39.0,Others,Some-college,Others,20,<=50K
33.0,Local-gov,HS-grad,Other-service,40,<=50K
42.0,State-gov,Some-college,Transport-moving,38,<=50K
28.0,Private,Prof-school,Prof-specialty,50,<=50K
20.0,Private,HS-grad,Other-service,35,<=50K
66.0,Local-gov,Bachelors,Prof-specialty,25,<=50K
31.0,Private,Some-college,Adm-clerical,50,<=50K
36.0,Private,Some-college,Adm-clerical,40,<=50K
39.0,Federal-gov,Assoc-acdm,Prof-specialty,40,>50K
52.0,Private,HS-grad,Adm-clerical,40,<=50K
61.0,Private,7th-8th,Craft-repair,40,>50K
27.0,Private,HS-grad,Transport-moving,40,<=50K
45.0,Private,HS-grad,Adm-clerical,50,<=50K
21.0,Private,9th,Other-service,40,<=50K
25.0,Private,HS-grad,Adm-clerical,40,<=50K
24.0,Private,Some-college,Other-service,25,<=50K
38.0,Private,Assoc-acdm,Exec-managerial,55,<=50K
51.0,Others,Some-college,Others,24,<=50K
29.0,Private,Bachelors,Prof-specialty,50,>50K
45.0,Private,HS-grad,Adm-clerical,38,<=50K
59.0,Private,10th,Transport-moving,50,<=50K
41.0,Private,HS-grad,Adm-clerical,40,<=50K
43.0,Private,Some-college,Adm-clerical,45,<=50K
17.0,Private,11th,Sales,20,<=50K
32.0,Private,Bachelors,Exec-managerial,50,>50K
42.0,Private,Assoc-voc,Machine-op-inspct,40,<=50K
68.0,Private,Masters,Exec-managerial,40,>50K
55.0,Federal-gov,HS-grad,Tech-support,40,>50K
43.0,Private,HS-grad,Adm-clerical,40,<=50K
61.0,Private,HS-grad,Adm-clerical,40,>50K
28.0,Private,HS-grad,Machine-op-inspct,40,<=50K
47.0,Private,HS-grad,Machine-op-inspct,60,<=50K
21.0,Self-emp-not-inc,7th-8th,Craft-repair,40,<=50K
39.0,Private,Some-college,Craft-repair,40,<=50K
39.0,Private,11th,Craft-repair,46,<=50K
34.0,Private,Some-college,Transport-moving,40,<=50K
57.0,Others,9th,Others,40,<=50K
27.0,Private,Bachelors,Handlers-cleaners,40,<=50K
21.0,State-gov,Some-college,Other-service,12,<=50K
51.0,Self-emp-inc,Some-college,Sales,50,>50K
35.0,Private,Bachelors,Sales,40,<=50K
19.0,Private,Some-college,Other-service,12,<=50K
27.0,Private,Bachelors,Exec-managerial,55,>50K
34.0,Private,Some-college,Sales,35,<=50K
33.0,Others,HS-grad,Others,32,<=50K
36.0,Private,HS-grad,Craft-repair,40,<=50K
33.0,Self-emp-not-inc,Bachelors,Craft-repair,35,<=50K
60.0,Self-emp-not-inc,Bachelors,Craft-repair,40,<=50K
42.0,Private,Some-college,Exec-managerial,50,>50K
47.0,Federal-gov,HS-grad,Prof-specialty,40,<=50K
42.0,Private,HS-grad,Craft-repair,75,>50K
34.0,Private,Some-college,Exec-managerial,65,>50K
21.0,Private,HS-grad,Other-service,32,<=50K
30.0,Private,Masters,Other-service,15,>50K
53.0,Private,Masters,Exec-managerial,50,>50K
34.0,Private,HS-grad,Craft-repair,40,<=50K
37.0,Private,Bachelors,Handlers-cleaners,40,<=50K
27.0,Private,HS-grad,Adm-clerical,40,<=50K
31.0,Private,Bachelors,Sales,40,<=50K
30.0,Private,Some-college,Adm-clerical,40,<=50K
33.0,Private,HS-grad,Transport-moving,45,<=50K
41.0,Local-gov,Some-college,Exec-managerial,40,<=50K
23.0,State-gov,Some-college,Prof-specialty,30,<=50K
65.0,Private,Some-college,Exec-managerial,40,<=50K
30.0,Private,HS-grad,Other-service,40,<=50K
51.0,Private,Assoc-voc,Other-service,55,<=50K
30.0,Local-gov,Some-college,Handlers-cleaners,40,<=50K
49.0,Private,Masters,Sales,45,>50K
37.0,Self-emp-not-inc,HS-grad,Prof-specialty,30,<=50K
42.0,Private,HS-grad,Craft-repair,40,<=50K
62.0,Private,Assoc-voc,Exec-managerial,45,>50K
67.0,Others,HS-grad,Others,35,<=50K
31.0,Private,Some-college,Transport-moving,40,>50K
50.0,Private,Bachelors,Tech-support,20,>50K
33.0,Private,Bachelors,Adm-clerical,40,<=50K
27.0,Private,Some-college,Transport-moving,40,<=50K
31.0,Private,Assoc-voc,Craft-repair,40,>50K
35.0,Private,Some-college,Machine-op-inspct,40,<=50K
55.0,Private,Some-college,Transport-moving,6,>50K
54.0,Self-emp-not-inc,Bachelors,Exec-managerial,35,>50K
56.0,Private,Bachelors,Tech-support,48,>50K
21.0,Private,Assoc-voc,Adm-clerical,40,<=50K
66.0,Private,7th-8th,Other-service,20,<=50K
46.0,Private,HS-grad,Craft-repair,50,<=50K
23.0,Private,Bachelors,Exec-managerial,38,<=50K
43.0,Private,Masters,Exec-managerial,45,<=50K
40.0,Private,HS-grad,Machine-op-inspct,55,<=50K
59.0,Local-gov,Bachelors,Prof-specialty,50,>50K
36.0,Local-gov,Assoc-voc,Adm-clerical,40,<=50K
33.0,Private,HS-grad,Transport-moving,40,<=50K
20.0,Private,HS-grad,Sales,40,<=50K
21.0,Private,HS-grad,Machine-op-inspct,35,<=50K
59.0,Others,10th,Others,40,<=50K
42.0,Self-emp-not-inc,Masters,Exec-managerial,50,>50K
62.0,Private,HS-grad,Sales,43,<=50K
54.0,Private,HS-grad,Sales,40,<=50K
35.0,Private,7th-8th,Machine-op-inspct,30,<=50K
36.0,Private,Assoc-acdm,Tech-support,40,<=50K
21.0,Private,HS-grad,Adm-clerical,45,<=50K
30.0,Private,HS-grad,Farming-fishing,14,<=50K
46.0,Private,Some-college,Craft-repair,40,>50K
21.0,Private,Some-college,Sales,64,<=50K
39.0,Private,HS-grad,Adm-clerical,40,<=50K
54.0,Private,HS-grad,Exec-managerial,43,<=50K
32.0,Private,Some-college,Machine-op-inspct,40,<=50K
23.0,Private,HS-grad,Machine-op-inspct,40,<=50K
62.0,Others,10th,Others,30,<=50K
28.0,Private,Some-college,Other-service,35,<=50K
28.0,Private,HS-grad,Craft-repair,40,<=50K
35.0,Private,Assoc-acdm,Tech-support,40,<=50K
19.0,Private,Some-college,Exec-managerial,40,<=50K
27.0,Private,HS-grad,Handlers-cleaners,35,<=50K
19.0,Private,HS-grad,Sales,35,<=50K
27.0,Private,Some-college,Sales,30,<=50K
30.0,Private,HS-grad,Other-service,50,<=50K
35.0,Private,Assoc-acdm,Adm-clerical,35,<=50K
66.0,Others,9th,Others,40,<=50K
19.0,Local-gov,Some-college,Prof-specialty,20,<=50K
30.0,Private,HS-grad,Handlers-cleaners,40,>50K
32.0,Private,Bachelors,Tech-support,40,<=50K
31.0,Private,Some-college,Sales,40,<=50K
26.0,Private,Assoc-voc,Sales,65,<=50K
44.0,Private,Some-college,Sales,25,<=50K
52.0,Private,Bachelors,Exec-managerial,50,>50K
30.0,Private,Some-college,Farming-fishing,40,<=50K
32.0,Self-emp-not-inc,HS-grad,Other-service,60,<=50K
19.0,Self-emp-not-inc,HS-grad,Craft-repair,40,<=50K
33.0,Private,HS-grad,Machine-op-inspct,30,<=50K
20.0,Private,Some-college,Handlers-cleaners,40,<=50K
61.0,Private,7th-8th,Machine-op-inspct,40,<=50K
33.0,Private,Some-college,Other-service,35,<=50K
24.0,Private,Some-college,Sales,35,<=50K
31.0,Self-emp-not-inc,Bachelors,Craft-repair,60,<=50K
20.0,Others,HS-grad,Others,20,<=50K
32.0,Private,Assoc-voc,Exec-managerial,50,<=50K
29.0,Private,Assoc-acdm,Tech-support,40,<=50K
61.0,Private,10th,Other-service,24,<=50K
48.0,Private,HS-grad,Machine-op-inspct,50,<=50K
29.0,Federal-gov,Assoc-acdm,Adm-clerical,40,<=50K
61.0,Others,12th,Others,52,<=50K
34.0,Private,Some-college,Handlers-cleaners,48,<=50K
22.0,Private,Assoc-acdm,Adm-clerical,15,<=50K
32.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Private,HS-grad,Craft-repair,40,<=50K
27.0,Private,Some-college,Machine-op-inspct,40,<=50K
26.0,Private,HS-grad,Craft-repair,40,<=50K
35.0,Private,HS-grad,Adm-clerical,40,>50K
62.0,Private,HS-grad,Adm-clerical,40,<=50K
28.0,Private,HS-grad,Other-service,40,<=50K
50.0,Private,HS-grad,Craft-repair,40,<=50K
34.0,Private,Bachelors,Sales,50,>50K
37.0,Self-emp-not-inc,HS-grad,Craft-repair,40,<=50K
35.0,Private,9th,Handlers-cleaners,40,<=50K
55.0,Private,Bachelors,Sales,40,>50K
40.0,Private,HS-grad,Sales,40,>50K
25.0,Private,HS-grad,Sales,50,<=50K
51.0,Private,Some-college,Exec-managerial,40,<=50K
37.0,Private,Bachelors,Exec-managerial,40,>50K
54.0,Self-emp-inc,Bachelors,Exec-managerial,55,>50K
47.0,Local-gov,Some-college,Other-service,40,>50K
26.0,Private,Bachelors,Exec-managerial,40,<=50K
46.0,Private,Assoc-voc,Craft-repair,40,<=50K
24.0,Private,12th,Craft-repair,40,<=50K
19.0,Private,7th-8th,Adm-clerical,80,<=50K
35.0,Private,HS-grad,Sales,40,>50K
36.0,Local-gov,Bachelors,Prof-specialty,35,<=50K
18.0,Private,12th,Other-service,20,<=50K
46.0,Local-gov,Masters,Prof-specialty,40,>50K
30.0,Private,HS-grad,Other-service,32,<=50K
29.0,Private,HS-grad,Other-service,40,<=50K
65.0,Private,HS-grad,Other-service,20,<=50K
41.0,Private,Masters,Exec-managerial,40,>50K
34.0,Private,Bachelors,Exec-managerial,40,<=50K
58.0,Private,7th-8th,Transport-moving,40,<=50K
39.0,State-gov,HS-grad,Other-service,40,<=50K
21.0,Private,Some-college,Other-service,40,<=50K
31.0,Private,HS-grad,Transport-moving,50,>50K
33.0,State-gov,Doctorate,Prof-specialty,50,>50K
28.0,Private,Bachelors,Exec-managerial,60,<=50K
32.0,Private,HS-grad,Adm-clerical,35,<=50K
32.0,Private,Bachelors,Exec-managerial,55,>50K
31.0,Private,HS-grad,Other-service,40,<=50K
41.0,Self-emp-not-inc,Prof-school,Exec-managerial,40,>50K
48.0,Private,Bachelors,Tech-support,45,>50K
27.0,Private,HS-grad,Transport-moving,40,<=50K
45.0,Private,HS-grad,Craft-repair,40,<=50K
34.0,Self-emp-not-inc,HS-grad,Exec-managerial,50,<=50K
17.0,Private,10th,Sales,10,<=50K
25.0,Private,HS-grad,Handlers-cleaners,23,<=50K
34.0,Self-emp-inc,Bachelors,Prof-specialty,62,>50K
33.0,Private,HS-grad,Sales,40,<=50K
21.0,Private,Some-college,Adm-clerical,20,<=50K
22.0,Private,HS-grad,Machine-op-inspct,50,<=50K
61.0,Private,Some-college,Prof-specialty,42,<=50K
40.0,Private,HS-grad,Adm-clerical,30,>50K
58.0,Private,Some-college,Sales,12,<=50K
30.0,Private,Some-college,Craft-repair,58,<=50K
24.0,Private,HS-grad,Craft-repair,60,<=50K
52.0,Self-emp-not-inc,12th,Exec-managerial,50,>50K
50.0,Private,HS-grad,Sales,40,<=50K
49.0,Private,Some-college,Craft-repair,30,<=50K
22.0,Private,HS-grad,Adm-clerical,40,<=50K
32.0,Private,Bachelors,Adm-clerical,35,>50K
21.0,Private,Some-college,Adm-clerical,40,<=50K
25.0,Private,Some-college,Machine-op-inspct,50,<=50K
34.0,Self-emp-inc,HS-grad,Adm-clerical,45,<=50K
48.0,Private,10th,Exec-managerial,45,>50K
61.0,Others,HS-grad,Others,99,<=50K
21.0,Private,Some-college,Adm-clerical,40,<=50K
20.0,Private,7th-8th,Machine-op-inspct,52,<=50K
30.0,State-gov,Some-college,Adm-clerical,40,>50K
44.0,Private,HS-grad,Sales,40,>50K
44.0,Private,HS-grad,Craft-repair,60,<=50K
29.0,Private,HS-grad,Transport-moving,60,<=50K
31.0,Private,Prof-school,Tech-support,35,<=50K
35.0,Private,HS-grad,Craft-repair,40,<=50K
27.0,Private,HS-grad,Adm-clerical,40,<=50K
26.0,Private,Bachelors,Exec-managerial,45,<=50K
37.0,Self-emp-not-inc,9th,Transport-moving,70,>50K
33.0,Self-emp-not-inc,Bachelors,Transport-moving,40,<=50K
44.0,Private,7th-8th,Other-service,55,<=50K
34.0,Private,Bachelors,Exec-managerial,40,>50K
28.0,Local-gov,Assoc-acdm,Craft-repair,5,<=50K
30.0,Private,Some-college,Other-service,45,<=50K
41.0,Local-gov,Bachelors,Prof-specialty,35,<=50K
23.0,Private,Bachelors,Tech-support,40,<=50K
19.0,Private,HS-grad,Handlers-cleaners,70,<=50K
26.0,State-gov,Some-college,Other-service,20,<=50K
32.0,Private,Bachelors,Sales,40,>50K
26.0,Private,HS-grad,Adm-clerical,48,<=50K
36.0,Private,Masters,Prof-specialty,55,>50K
49.0,Private,HS-grad,Transport-moving,40,<=50K
33.0,Others,HS-grad,Others,40,<=50K
54.0,Private,Masters,Tech-support,40,>50K
36.0,Private,HS-grad,Craft-repair,55,<=50K
41.0,Private,HS-grad,Handlers-cleaners,48,<=50K
27.0,Private,Bachelors,Other-service,35,<=50K
68.0,Others,Bachelors,Others,35,>50K
21.0,Others,Some-college,Others,75,<=50K
56.0,Others,HS-grad,Others,40,<=50K
40.0,Self-emp-not-inc,Assoc-voc,Farming-fishing,60,<=50K
46.0,Private,HS-grad,Craft-repair,40,<=50K
55.0,Others,9th,Others,45,<=50K
43.0,Private,9th,Transport-moving,40,<=50K
46.0,Private,HS-grad,Craft-repair,40,<=50K
51.0,Self-emp-not-inc,Some-college,Exec-managerial,60,<=50K
19.0,Private,Some-college,Adm-clerical,15,<=50K
67.0,Local-gov,Doctorate,Prof-specialty,50,>50K
31.0,Private,HS-grad,Machine-op-inspct,40,<=50K
27.0,Private,Bachelors,Sales,50,>50K
21.0,Private,Some-college,Other-service,40,<=50K
36.0,Private,HS-grad,Transport-moving,50,<=50K
23.0,Private,HS-grad,Machine-op-inspct,16,<=50K
62.0,Local-gov,Masters,Prof-specialty,40,>50K
31.0,Local-gov,Bachelors,Protective-serv,50,>50K
52.0,Private,Bachelors,Exec-managerial,40,>50K
39.0,Self-emp-not-inc,HS-grad,Farming-fishing,40,<=50K
24.0,Private,Bachelors,Prof-specialty,30,<=50K
55.0,Others,HS-grad,Others,40,>50K
38.0,Private,HS-grad,Machine-op-inspct,40,<=50K
36.0,Private,HS-grad,Exec-managerial,40,<=50K
17.0,Private,11th,Sales,15,<=50K
27.0,Private,HS-grad,Other-service,40,<=50K
30.0,Private,Some-college,Craft-repair,40,<=50K
43.0,State-gov,HS-grad,Exec-managerial,40,<=50K
51.0,Private,11th,Other-service,30,<=50K
47.0,Private,Bachelors,Priv-house-serv,35,>50K
49.0,State-gov,Doctorate,Exec-managerial,50,>50K
34.0,Private,HS-grad,Craft-repair,48,>50K
19.0,Others,HS-grad,Others,60,<=50K
78.0,Federal-gov,Doctorate,Exec-managerial,6,>50K
28.0,State-gov,Some-college,Other-service,40,<=50K
41.0,Self-emp-inc,Some-college,Exec-managerial,50,<=50K
21.0,Private,Some-college,Other-service,50,<=50K
31.0,Self-emp-not-inc,Bachelors,Tech-support,40,<=50K
45.0,Private,HS-grad,Exec-managerial,45,<=50K
23.0,Self-emp-inc,HS-grad,Transport-moving,50,<=50K
32.0,Private,Some-college,Exec-managerial,50,<=50K
67.0,Private,11th,Transport-moving,40,<=50K
32.0,Private,Masters,Exec-managerial,55,>50K
35.0,Self-emp-not-inc,HS-grad,Farming-fishing,50,<=50K
29.0,Private,Some-college,Prof-specialty,40,<=50K
38.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Private,Some-college,Sales,60,<=50K
18.0,Private,HS-grad,Prof-specialty,30,<=50K
47.0,Private,HS-grad,Prof-specialty,24,<=50K
